ad,ed,silwa,mateo,writein_rep,foldenauer,morales,stringer,mcguire,wiley,prince,chang,garcia,adams,wright jr,donovan,yang,taylor,writein_dem
83,82,0,0,0,0,1,6,5,34,0,0,2,101,1,4,8,0,0
83,85,0,0,0,0,0,2,3,9,0,2,3,34,0,3,5,0,0
83,86,0,0,0,0,4,0,2,19,0,0,1,44,2,1,4,1,0
84,9,0,0,0,0,5,3,1,6,0,0,13,47,0,2,11,0,0
84,17,0,0,0,0,3,2,0,11,0,0,6,29,1,0,1,0,0
84,24,0,0,0,2,7,4,1,11,1,1,6,36,2,1,13,0,1
84,30,0,0,0,3,12,1,1,4,0,0,5,23,0,1,4,2,0
84,33,0,0,0,3,9,3,2,6,0,2,2,29,0,1,2,0,0
84,35,0,0,0,3,1,1,2,10,0,0,8,43,0,1,11,1,0
84,36,0,0,0,0,3,0,0,8,0,0,0,35,0,0,8,0,0
84,37,0,0,0,1,10,4,1,5,0,2,4,46,1,5,9,0,0
84,39,0,0,0,4,9,2,1,14,2,3,11,59,0,3,9,3,0
84,44,0,0,0,6,4,3,4,9,0,1,7,51,0,2,7,1,0
84,51,0,0,0,1,6,1,2,12,0,1,7,38,0,1,9,0,0
84,56,0,0,0,5,5,4,1,24,0,2,11,32,0,3,7,0,1
84,58,0,0,0,7,5,5,0,18,0,0,9,42,1,2,9,1,0
84,59,0,0,0,2,10,2,4,14,0,1,6,43,0,4,5,1,0
84,60,0,0,0,1,6,1,3,12,1,0,5,32,0,1,4,1,0
84,61,0,0,0,4,11,3,2,16,0,0,7,48,1,1,4,0,0
84,66,0,0,0,4,7,3,2,17,0,0,5,23,1,6,5,0,0
84,70,0,0,0,1,8,7,1,20,0,0,7,46,1,1,3,0,0
84,71,0,0,0,2,6,2,1,16,0,0,12,43,2,2,13,0,0
84,75,0,0,0,2,5,4,1,15,0,0,5,58,0,2,3,1,0
84,82,0,0,0,4,9,6,1,14,0,1,6,48,2,0,10,0,0
84,83,0,0,0,4,15,2,8,20,0,1,9,57,1,1,10,2,1
84,85,0,0,0,2,4,1,0,7,0,1,4,30,0,2,4,0,0
85,6,0,0,0,1,2,8,4,10,0,0,15,28,0,3,3,0,0
85,38,0,0,0,1,6,2,1,7,0,2,4,28,1,2,8,0,0
85,42,0,0,0,3,15,2,5,15,0,2,12,48,0,2,5,2,0
85,45,0,0,0,3,7,0,1,14,0,2,8,51,0,2,13,0,0
85,46,0,0,0,1,4,5,1,12,0,0,7,27,0,0,8,0,0
85,48,0,0,0,4,10,4,1,13,1,2,6,47,1,0,11,1,0
85,50,0,0,0,4,12,5,1,13,0,2,7,91,0,1,16,2,0
85,55,0,0,0,1,4,3,1,13,0,1,12,42,0,2,9,0,2
85,64,0,0,0,3,8,4,2,10,0,0,5,34,0,0,14,0,1
85,66,0,0,0,4,9,1,3,15,0,1,2,30,0,2,13,0,0
85,83,0,0,0,0,2,5,1,16,0,1,4,35,0,1,9,0,1
86,1,0,0,0,1,6,0,0,13,0,2,1,50,0,1,10,1,0
86,2,0,0,0,4,15,5,3,15,0,1,7,75,0,3,11,2,1
86,5,0,0,0,0,8,2,3,6,0,1,2,45,0,4,8,1,0
86,8,0,0,0,4,13,3,1,10,0,1,8,52,2,6,14,1,0
86,9,0,0,0,5,15,4,7,14,1,2,14,51,0,2,19,0,0
86,13,0,0,0,3,10,8,1,10,0,1,14,45,1,1,9,0,0
86,15,0,0,0,2,9,4,3,9,1,0,4,67,0,3,8,0,0
86,16,0,0,0,3,8,2,2,8,0,0,5,52,1,1,5,1,0
86,20,0,0,0,7,8,7,4,23,0,1,7,57,1,2,10,0,0
86,23,0,0,0,1,8,6,2,20,0,4,9,33,1,2,7,0,1
86,25,0,0,0,7,2,1,4,10,0,1,7,54,2,2,9,0,0
86,28,0,0,0,3,6,5,0,9,0,0,12,55,0,6,16,1,1
86,31,0,0,0,4,7,4,1,13,1,0,4,45,0,1,6,0,0
86,36,0,0,0,2,12,2,3,25,0,1,7,48,0,1,12,1,1
86,39,0,0,0,3,3,1,0,7,0,1,4,22,2,2,7,1,0
86,46,0,0,0,1,5,1,3,7,0,0,7,29,1,3,7,2,1
86,47,0,0,0,4,3,2,3,25,0,0,2,67,1,1,4,0,0
86,48,0,0,0,2,4,5,2,4,0,0,5,31,0,1,5,0,0
86,50,0,0,0,3,6,1,1,17,0,2,5,62,1,4,7,1,0
86,52,0,0,0,3,5,3,4,6,0,0,3,43,0,7,10,1,0
86,55,0,0,0,5,12,3,2,14,0,1,1,42,1,4,9,1,1
86,57,0,0,0,1,5,4,3,18,0,2,9,68,0,1,10,4,0
86,59,0,0,0,2,14,4,6,20,0,2,13,51,0,8,15,1,0
86,63,0,0,0,4,5,4,0,23,1,2,2,76,1,1,9,2,0
86,67,0,0,0,5,13,1,2,14,0,2,5,41,0,1,10,1,0
86,68,0,0,0,2,5,2,1,4,0,1,3,32,0,0,4,0,0
86,71,0,0,0,2,3,1,1,8,1,1,3,52,0,0,8,0,0
86,72,0,0,0,0,3,1,1,1,0,0,3,37,0,0,6,0,0
87,5,0,0,0,3,11,0,2,2,0,1,9,24,1,2,2,1,0
87,6,0,0,0,6,11,3,0,4,0,0,4,61,0,3,8,1,0
87,11,0,0,0,0,8,4,2,22,0,1,9,45,1,4,9,2,0
87,22,0,0,0,0,3,0,4,14,1,1,9,45,0,3,6,0,0
87,24,0,0,0,4,2,3,1,8,0,0,8,29,0,1,17,0,0
87,28,0,0,0,1,4,6,2,30,0,2,14,62,0,2,10,1,0
87,38,0,0,0,5,7,5,0,2,0,0,6,31,0,1,13,0,0
87,41,0,0,0,0,2,8,0,14,1,1,3,28,1,4,7,0,0
87,48,0,0,0,1,2,18,8,34,1,0,10,111,2,7,13,1,0
87,53,0,0,0,2,9,13,5,23,1,0,6,84,1,5,15,0,0
87,66,0,0,0,4,11,12,3,14,0,1,22,56,2,4,19,1,0
87,70,0,0,0,2,0,3,2,8,0,0,6,39,0,1,0,1,0
87,71,0,0,0,1,2,1,2,10,0,1,2,29,0,0,2,0,0
87,74,0,0,0,3,3,4,0,16,1,3,4,43,0,1,12,0,0
87,80,0,0,0,0,1,7,2,18,0,0,5,29,0,2,12,3,0
87,88,0,0,0,3,7,0,1,2,0,2,6,35,0,4,4,0,1
87,98,0,0,0,9,6,8,7,20,1,3,11,45,1,2,19,1,0
87,101,0,0,0,1,1,8,7,13,0,0,6,52,0,4,19,0,0
