ad,ed,silwa,mateo,writein
56,1,0,0,0
56,2,3,1,0
56,3,0,0,0
56,4,0,0,0
56,5,0,0,0
56,6,1,0,1
56,7,2,1,0
56,8,1,0,0
56,9,1,0,0
56,10,1,0,0
56,11,0,0,0
56,12,1,0,1
56,13,0,2,0
56,14,0,0,2
56,15,0,0,0
56,16,0,0,0
56,17,0,0,0
56,18,0,0,0
56,19,0,0,0
56,20,0,0,0
56,21,0,0,0
56,22,1,0,0
56,23,0,0,1
56,24,0,1,0
56,25,0,1,0
56,26,0,0,0
56,27,0,0,0
56,28,2,1,0
56,29,0,0,0
56,30,0,0,0
56,31,0,0,0
56,32,0,0,0
56,33,0,0,0
56,34,0,0,0
56,35,1,0,0
56,36,3,0,0
56,37,1,0,0
56,38,1,0,0
56,39,0,0,0
56,40,0,0,0
56,41,1,0,0
56,42,0,0,0
56,43,0,0,0
56,44,0,0,0
56,45,0,0,0
56,46,0,0,0
56,47,0,1,0
56,48,0,0,0
56,49,0,0,0
56,50,0,0,0
56,51,0,0,0
56,52,0,0,0
56,53,0,0,0
56,54,0,1,2
56,55,0,0,0
56,56,0,0,0
56,57,0,1,0
56,58,1,0,0
56,59,0,0,0
56,60,0,0,0
56,61,0,0,0
56,62,0,1,0
56,63,0,0,0
56,64,0,0,0
56,65,0,0,0
56,66,0,1,0
56,67,1,2,0
56,68,0,0,0
56,69,1,1,0
56,70,0,2,0
56,71,0,0,2
56,72,0,0,0
56,73,0,0,1
56,74,0,0,0
56,75,0,0,0
56,76,3,1,0
56,77,1,1,0
56,78,2,1,1
56,79,2,0,0
56,80,3,0,0
56,81,0,0,0
56,82,1,1,0
56,83,0,0,0
56,84,0,1,0
56,85,0,0,0
56,86,0,1,1
56,87,3,1,1
56,88,0,0,0
56,89,0,1,0
56,90,1,0,0
56,91,1,0,0
56,92,0,1,0
57,1,0,0,0
57,2,0,0,0
57,3,1,1,0
57,4,0,0,0
57,5,0,0,0
57,6,1,0,0
57,7,2,0,0
57,8,1,1,1
57,9,1,0,1
57,10,2,1,0
57,11,1,0,0
57,12,2,0,0
57,13,0,0,1
57,14,0,0,0
57,15,0,0,0
57,16,2,0,0
57,17,1,1,0
57,18,0,0,0
57,19,1,0,0
57,20,1,0,0
57,21,2,0,0
57,22,4,2,0
57,23,0,0,0
57,24,0,0,0
57,25,0,1,0
57,26,1,0,0
57,27,0,1,0
57,28,1,0,0
57,29,0,0,0
57,30,1,0,1
57,31,0,0,0
57,32,0,0,1
57,33,0,0,0
57,34,0,0,0
57,35,0,0,0
57,36,0,0,0
57,37,0,0,0
57,38,0,0,0
57,39,0,1,1
57,40,1,1,0
57,41,0,0,0
57,42,0,1,0
57,43,2,1,1
57,44,0,1,0
57,45,0,1,0
57,46,1,1,3
57,47,0,0,0
57,48,2,0,0
57,49,0,1,1
57,50,0,0,0
57,51,0,0,0
57,52,1,0,0
57,53,0,1,1
57,54,0,0,0
57,55,0,0,0
57,56,0,0,1
57,57,0,1,0
57,58,0,0,0
57,59,0,0,0
57,60,1,0,0
57,61,1,0,0
57,62,1,0,0
57,63,2,0,0
57,64,0,0,0
57,65,0,1,0
57,66,0,0,0
57,67,0,0,0
57,68,0,0,0
57,69,0,0,0
57,70,0,0,0
57,71,0,4,1
57,72,0,0,0
57,73,0,0,0
57,74,0,0,0
57,75,1,1,0
57,76,0,2,0
57,77,0,0,0
57,78,1,0,0
57,79,0,0,0
57,80,0,0,1
57,81,0,0,0
57,82,0,0,1
57,83,0,0,0
57,84,0,1,0
57,85,0,0,0
57,86,1,0,0
57,87,0,0,0
57,88,0,0,0
57,89,0,0,0
57,90,2,1,0
57,91,0,1,1
57,92,1,0,0
57,93,0,0,0
57,94,0,0,0
57,95,0,0,1
57,96,0,0,0
57,97,1,0,1
57,98,0,1,0
57,99,2,0,0
57,100,1,0,0
57,101,1,0,1
57,102,1,0,0
57,103,0,0,0
57,104,0,1,1
57,105,0,0,0
57,106,0,0,0
58,1,0,1,0
58,2,2,0,0
58,3,0,1,0
58,4,0,0,0
58,5,0,0,0
58,6,0,0,0
58,7,0,0,0
58,8,0,1,0
58,9,0,0,0
58,10,0,0,0
58,11,0,0,1
58,12,0,0,0
58,13,0,0,0
58,14,1,0,0
58,15,0,1,0
58,16,2,0,0
58,17,0,0,0
58,18,0,0,0
58,19,2,0,0
58,20,0,0,0
58,21,1,0,0
58,22,0,0,0
58,23,0,0,0
58,24,1,3,0
58,25,0,0,0
58,26,0,0,0
58,27,1,0,0
58,28,0,0,0
58,29,0,2,0
58,30,0,0,0
58,31,0,0,0
58,32,0,0,0
58,33,0,0,0
58,34,0,0,0
58,35,0,0,0
58,36,0,0,0
58,37,0,1,0
58,38,1,0,0
58,39,0,0,0
58,40,0,0,0
58,41,4,0,2
58,42,0,0,1
58,43,0,0,0
58,44,0,0,0
58,45,1,0,0
58,46,1,1,0
58,47,0,0,0
58,48,0,0,0
58,49,0,0,0
58,50,0,1,0
58,51,0,0,0
58,52,0,0,0
58,53,0,0,0
58,54,0,1,0
58,55,0,0,0
58,56,0,0,0
58,57,0,1,0
58,58,2,0,0
58,59,1,0,0
58,60,1,2,0
58,61,0,1,0
58,62,0,0,0
58,63,2,0,0
58,64,2,1,0
58,65,0,0,0
58,66,1,0,0
58,67,1,1,0
58,68,1,0,0
58,69,2,0,0
58,70,1,0,0
58,71,0,1,0
58,72,0,0,0
58,73,0,0,0
58,74,2,1,0
58,75,0,1,0
58,76,1,0,0
58,77,0,0,0
58,78,3,0,0
58,79,1,0,0
58,80,1,0,0
58,81,0,1,0
58,82,1,0,0
58,83,0,0,0
58,84,0,0,0
58,85,0,0,0
58,86,0,0,0
59,1,0,0,0
59,2,0,0,0
59,3,1,0,0
59,4,2,0,0
59,5,2,0,0
59,6,1,0,0
59,7,0,1,0
59,8,1,0,0
59,9,0,0,0
59,10,0,1,0
59,11,3,0,0
59,12,0,0,0
59,13,2,3,0
59,14,1,1,0
59,15,1,0,0
59,16,0,2,0
59,17,1,1,0
59,18,0,1,0
59,19,0,0,0
59,20,1,0,0
59,21,0,0,0
59,22,4,0,0
59,23,0,1,0
59,24,6,0,0
59,25,0,1,0
59,26,7,4,0
59,27,5,1,0
59,28,6,4,1
59,29,9,4,0
59,30,3,2,0
59,31,3,5,0
59,32,0,1,0
59,33,29,5,0
59,34,19,8,1
59,35,35,8,1
59,36,42,7,2
59,37,33,6,2
59,38,41,8,1
59,39,38,5,2
59,40,31,10,3
59,41,0,1,0
59,42,21,10,0
59,43,5,2,0
59,44,19,9,2
59,45,23,17,2
59,46,0,1,0
59,47,0,0,0
59,48,0,0,0
59,49,1,0,0
59,50,6,2,0
59,51,20,11,0
59,52,25,5,1
59,53,36,11,1
59,54,23,6,0
59,55,18,8,0
59,56,4,1,0
59,57,3,0,0
59,58,15,2,1
59,59,15,3,1
59,60,18,9,0
59,61,21,12,2
59,62,33,10,2
59,63,0,0,0
59,64,0,0,0
59,65,0,0,0
59,66,0,0,0
59,67,4,0,0
59,68,2,0,0
59,69,1,4,0
59,70,1,0,0
59,71,1,0,0
59,72,0,1,0
59,73,2,1,0
59,74,2,0,0
59,75,1,0,0
59,76,1,0,0
59,77,0,0,0
59,78,1,0,0
59,79,0,0,0
59,80,2,2,0
59,81,0,0,0
59,82,0,1,0
59,83,14,4,0
59,84,0,1,0
59,85,0,0,0
59,86,0,0,0
59,87,0,0,0
59,88,0,0,0
59,89,0,0,0
59,90,0,0,0
60,1,0,0,0
60,2,0,1,0
60,3,0,0,0
60,4,6,0,0
60,5,11,0,0
60,6,0,0,0
60,7,2,0,0
60,8,1,0,1
60,9,2,1,0
60,10,1,0,0
60,11,0,0,0
60,12,0,0,0
60,13,3,0,0
60,14,3,0,0
60,15,0,2,0
60,16,0,0,0
60,17,1,0,0
60,18,0,0,1
60,19,0,0,0
60,20,0,0,0
60,21,2,0,0
60,22,3,1,0
60,23,0,0,0
60,24,0,0,1
60,25,0,0,0
60,26,2,2,1
60,27,0,0,0
60,28,1,1,0
60,29,1,0,0
60,30,0,1,0
60,31,0,0,0
60,32,1,1,0
60,33,2,2,0
60,34,0,1,0
60,35,0,0,0
60,36,0,2,1
60,37,0,0,0
60,38,0,1,0
60,39,0,0,0
60,40,0,0,1
60,41,1,0,0
60,42,0,1,0
60,43,0,0,0
60,44,0,0,0
60,45,2,2,0
60,46,2,0,0
60,47,1,2,1
60,48,1,0,0
60,49,0,1,0
60,50,0,0,0
60,51,1,1,1
60,52,0,0,0
60,53,0,2,0
60,54,0,1,0
60,55,1,0,0
60,56,0,0,0
60,57,0,0,0
60,58,0,0,0
60,59,2,0,0
60,60,0,1,0
60,61,1,2,0
60,62,6,2,0
60,63,0,0,0
60,64,0,1,0
60,65,0,0,0
60,66,1,0,0
60,67,0,0,0
60,68,1,1,0
60,69,1,0,0
60,70,0,0,0
60,71,0,0,0
60,72,1,1,0
60,73,0,0,0
60,74,7,2,1
60,75,1,1,0
60,76,1,2,0
60,77,0,0,0
60,78,6,1,0
60,79,0,0,0
60,80,3,0,0
60,81,0,0,0
60,82,1,0,0
60,83,0,0,0
60,84,2,0,0
60,85,0,0,0
60,86,1,0,0
60,87,0,2,0
60,88,1,0,0
60,89,0,0,0
60,90,0,0,0
60,91,1,0,0
61,1,4,3,0
61,2,10,3,1
61,3,12,7,0
61,4,11,5,1
61,5,8,2,0
61,6,8,4,0
61,7,3,2,0
61,8,0,0,0
61,9,21,12,1
61,10,18,13,0
61,11,8,11,2
61,12,44,18,4
61,13,12,8,2
61,14,30,10,0
61,15,19,7,0
61,16,6,1,1
61,17,5,7,1
61,18,17,11,0
61,19,21,8,1
61,20,19,6,1
61,21,9,4,0
61,22,15,4,4
61,23,13,7,0
61,24,23,7,2
61,25,25,3,0
61,26,9,1,0
61,27,8,4,0
61,28,4,3,1
61,29,19,9,1
61,30,19,17,1
61,31,5,8,1
61,32,4,3,0
61,33,5,6,1
61,34,62,22,4
61,35,69,20,2
61,36,29,7,0
61,37,28,14,1
61,38,54,16,0
61,39,48,9,0
61,40,45,14,2
61,41,48,19,2
61,42,38,14,3
61,43,46,25,0
61,44,42,11,1
61,45,54,27,3
61,46,46,28,3
61,47,71,21,2
61,48,90,38,3
61,49,8,1,0
61,50,9,5,1
61,51,13,10,2
61,52,36,9,3
61,53,2,2,3
61,54,5,1,0
61,55,4,5,0
61,56,8,1,1
61,57,23,10,1
61,58,1,0,1
61,59,2,3,1
61,60,10,5,1
61,61,5,3,0
61,62,20,11,0
61,63,4,5,3
61,64,6,2,1
61,65,13,4,1
61,66,9,6,1
61,67,3,8,0
61,68,3,10,0
61,69,2,4,0
61,70,1,1,0
61,71,24,14,1
61,72,23,11,1
61,73,5,3,0
61,74,3,0,0
61,75,14,5,0
61,76,10,16,1
61,77,4,1,0
61,78,2,1,0
61,79,0,0,0
62,1,73,28,3
62,2,74,41,3
62,3,50,25,5
62,4,57,23,0
62,5,54,45,1
62,6,61,21,0
62,7,61,30,5
62,8,49,9,1
62,9,32,19,1
62,10,35,12,2
62,11,63,20,5
62,12,29,22,1
62,13,40,25,3
62,14,22,11,0
62,15,45,27,1
62,16,38,16,1
62,17,24,23,0
62,18,48,16,0
62,19,45,12,0
62,20,59,21,2
62,21,64,19,0
62,22,54,19,2
62,23,52,14,0
62,24,15,13,0
62,25,48,36,1
62,26,21,12,2
62,27,65,27,9
62,28,73,21,0
62,29,37,14,4
62,30,68,33,4
62,31,51,31,2
62,32,52,12,0
62,33,68,28,0
62,34,81,23,2
62,35,63,36,0
62,36,76,21,2
62,37,82,28,3
62,38,82,30,5
62,39,65,36,0
62,40,61,25,3
62,41,60,28,1
62,42,59,18,1
62,43,55,26,3
62,44,63,22,1
62,45,39,23,3
62,46,58,16,1
62,47,51,24,1
62,48,41,18,2
62,49,41,22,2
62,50,64,27,3
62,51,43,16,2
62,52,54,22,4
62,53,66,27,5
62,54,58,23,0
62,55,73,21,2
62,56,61,19,0
62,57,50,14,4
62,58,62,24,1
62,59,63,17,1
62,60,79,23,5
62,61,61,29,1
62,62,46,13,1
62,63,46,18,2
62,64,40,15,0
62,65,106,41,3
62,66,107,36,1
62,67,62,22,2
62,68,65,25,1
62,69,57,18,2
62,70,29,17,0
62,71,80,34,3
62,72,74,40,0
62,73,67,32,0
62,74,102,27,3
62,75,58,21,0
62,76,63,26,4
62,77,68,43,2
62,78,79,32,2
62,79,25,13,2
62,80,33,18,5
62,81,45,11,2
62,82,46,27,6
62,83,60,19,1
62,84,78,25,0
62,85,55,19,3
62,86,42,23,5
62,87,0,0,0
62,88,0,0,0
63,1,32,17,2
63,2,23,4,1
63,3,19,4,0
63,4,28,11,2
63,5,28,22,0
63,6,31,11,2
63,7,26,12,1
63,8,28,15,3
63,9,4,2,0
63,10,8,5,0
63,11,33,6,1
63,12,22,6,1
63,13,21,14,0
63,14,29,9,0
63,15,25,9,0
63,16,21,8,0
63,17,13,6,0
63,18,68,24,4
63,19,25,20,0
63,20,44,11,0
63,21,32,15,1
63,22,46,12,2
63,23,31,12,0
63,24,31,21,1
63,25,32,12,0
63,26,44,14,1
63,27,29,16,3
63,28,47,16,2
63,29,56,12,3
63,30,35,13,2
63,31,43,20,1
63,32,61,18,0
63,33,61,28,5
63,34,53,17,0
63,35,69,33,3
63,36,42,21,2
63,37,21,8,3
63,38,9,8,0
63,39,9,2,1
63,40,6,1,0
63,41,3,1,1
63,42,0,1,0
63,43,3,1,0
63,44,2,4,0
63,45,1,0,1
63,46,71,28,3
63,47,55,20,2
63,48,60,43,3
63,49,70,30,2
63,50,50,22,1
63,51,49,32,0
63,52,30,17,0
63,53,41,17,0
63,54,26,11,0
63,55,39,13,1
63,56,26,5,0
63,57,58,18,2
63,58,33,13,2
63,59,48,21,1
63,60,38,9,0
63,61,26,17,3
63,62,27,5,1
63,63,65,22,0
63,64,63,22,1
63,65,59,24,3
63,66,62,20,2
63,67,85,15,0
63,68,13,0,0
63,69,24,13,2
63,70,28,6,3
63,71,5,2,0
63,72,27,10,0
63,73,36,24,2
63,74,15,4,0
63,75,8,7,0
63,76,45,14,3
63,77,36,6,1
63,78,16,9,0
63,79,34,26,0
63,80,18,3,1
63,81,37,5,0
63,82,20,10,1
63,83,21,8,1
63,84,26,11,1
63,85,38,17,2
63,86,0,0,0
63,87,0,0,0
63,88,0,0,0
63,89,0,0,0
63,90,0,0,0
64,1,54,14,0
64,2,64,22,0
64,3,74,26,3
64,4,35,18,1
64,5,90,29,0
64,6,66,32,2
64,7,84,35,2
64,8,59,21,0
64,9,38,15,0
64,10,50,21,1
64,11,24,8,2
64,12,52,23,3
64,13,15,6,0
64,14,63,29,2
64,15,93,25,2
64,16,63,25,2
64,17,62,23,2
64,18,34,9,1
64,19,23,13,1
64,20,43,22,0
64,21,38,17,3
64,22,54,20,0
64,23,48,33,2
64,24,41,21,1
64,25,66,22,2
64,26,43,14,1
64,27,43,15,2
64,28,36,9,3
64,29,51,24,1
64,30,48,31,1
64,31,32,18,2
64,32,56,29,2
64,33,43,23,0
64,34,43,27,1
64,35,58,28,3
64,36,53,13,2
64,37,68,16,0
64,38,48,12,2
64,39,38,11,1
64,40,23,5,0
64,41,39,8,2
64,42,17,15,1
64,43,18,15,2
64,44,44,12,7
64,45,28,16,4
64,46,28,12,1
64,47,28,16,2
64,48,60,39,3
64,49,32,23,4
64,50,18,7,0
64,51,11,7,0
64,52,22,10,1
64,53,23,13,0
64,54,57,29,2
64,55,46,24,1
64,56,64,21,1
64,57,32,10,2
64,58,50,15,3
64,59,37,23,0
64,60,29,13,0
64,61,14,8,0
64,62,30,19,6
64,63,51,17,0
64,64,0,0,0
64,65,0,0,0
64,66,0,0,0
64,67,0,0,0
64,68,0,0,0
64,69,0,0,0
64,70,0,0,0
64,75,20,4,2
64,76,7,1,1
64,77,30,12,1
64,78,21,4,0
64,79,16,4,0
64,80,11,6,1
64,81,3,0,0
64,82,0,1,0
64,83,2,3,0
64,84,13,2,1
64,85,3,1,0
64,86,6,2,0
64,87,14,5,2
64,88,23,1,0
64,89,37,10,1
64,90,48,7,0
64,91,22,8,0
64,92,4,2,0
64,93,23,5,0
64,94,0,0,0
64,95,0,0,0
64,96,0,0,0
64,97,0,0,0
64,98,0,0,0
64,99,0,0,0
65,1,2,1,1
65,2,5,1,0
65,3,0,0,0
65,4,3,5,0
65,5,0,2,0
65,6,12,6,0
65,7,17,5,0
65,8,31,14,1
65,9,2,3,0
65,10,2,4,0
65,11,1,3,0
65,12,9,4,2
65,13,8,3,5
65,14,4,4,0
65,15,4,2,1
65,16,12,2,0
65,17,0,0,0
65,18,2,0,0
65,19,2,0,1
65,20,4,0,0
65,21,3,2,1
65,22,13,3,3
65,23,2,2,2
65,24,3,1,1
65,25,4,5,0
65,26,9,4,1
65,27,8,3,1
65,28,1,0,0
65,29,4,2,1
65,30,7,1,0
65,31,9,3,0
65,32,4,1,0
65,33,1,2,0
65,34,3,3,0
65,35,2,2,0
65,36,1,1,0
65,37,3,0,1
65,38,2,2,0
65,39,6,2,0
65,40,0,0,0
65,41,5,0,0
65,42,3,3,0
65,43,2,0,0
65,44,6,1,0
65,45,6,2,0
65,46,9,1,0
65,47,3,1,0
65,48,3,0,2
65,49,7,2,0
65,50,7,1,0
65,51,4,0,2
65,52,2,1,0
65,53,5,1,1
65,54,3,1,1
65,55,7,3,2
65,56,7,0,0
65,57,3,2,0
65,58,0,2,1
65,59,3,0,0
65,60,3,3,0
65,61,2,3,1
65,62,2,3,2
65,63,4,1,0
65,64,6,5,0
65,65,1,1,2
65,66,3,0,0
65,67,0,0,0
65,68,4,2,0
65,69,1,1,0
65,70,0,0,0
65,71,5,0,0
65,72,0,0,0
65,73,3,0,1
65,74,3,0,0
65,75,0,0,0
65,76,4,0,0
65,77,5,2,0
65,78,2,0,0
65,79,0,1,0
65,80,1,1,1
65,81,4,0,0
65,82,0,0,0
65,83,2,0,1
65,84,0,0,0
65,85,2,0,0
65,86,2,0,2
65,87,3,4,1
65,88,1,5,2
65,89,3,2,1
65,90,9,5,0
65,91,0,3,0
65,92,4,3,1
65,93,4,2,1
65,94,0,0,0
65,95,0,0,0
65,96,0,0,0
65,97,0,0,0
65,98,0,0,0
65,99,0,0,0
66,1,6,1,2
66,2,3,1,0
66,3,3,0,0
66,4,3,1,0
66,5,2,1,0
66,6,4,3,1
66,7,4,2,0
66,8,4,1,0
66,9,1,1,1
66,10,0,1,0
66,11,5,0,0
66,12,1,4,1
66,13,5,2,0
66,14,0,0,0
66,15,2,0,0
66,16,0,0,0
66,17,0,0,0
66,18,2,1,1
66,19,0,0,0
66,20,0,0,0
66,21,3,1,1
66,22,9,3,0
66,23,1,1,0
66,24,1,1,0
66,25,1,0,0
66,26,4,1,0
66,27,0,0,0
66,28,3,2,1
66,29,1,2,0
66,30,2,1,0
66,31,1,0,0
66,32,3,0,0
66,33,2,1,0
66,34,2,1,0
66,35,4,0,0
66,36,1,2,0
66,37,0,0,0
66,38,3,2,0
66,39,0,2,0
66,40,0,0,0
66,41,5,1,0
66,42,2,0,0
66,43,2,0,1
66,44,2,2,0
66,45,2,0,0
66,46,3,0,0
66,47,3,2,0
66,48,0,0,0
66,49,5,2,0
66,50,2,0,0
66,51,0,0,1
66,52,3,1,0
66,53,6,0,1
66,54,1,0,0
66,55,0,3,1
66,56,4,0,0
66,57,5,6,3
66,58,3,1,0
66,59,4,1,0
66,60,3,0,1
66,61,6,1,0
66,62,2,1,0
66,63,1,1,1
66,64,2,0,0
66,65,4,1,0
66,66,1,1,0
66,67,7,0,1
66,68,3,2,0
66,69,9,0,2
66,70,0,0,1
66,71,2,1,0
66,72,3,0,2
66,73,5,1,0
66,74,1,1,0
66,75,5,1,2
66,76,3,2,0
66,77,4,3,0
66,78,7,0,1
66,79,3,2,1
66,80,1,0,0
66,81,0,2,1
66,82,2,2,2
66,83,5,1,0
66,84,3,1,1
66,85,3,3,0
66,86,3,3,0
66,87,3,1,1
66,88,6,1,1
66,89,1,3,0
66,90,4,1,1
66,91,7,2,2
66,92,0,0,0
66,93,0,0,0
66,94,0,0,0
66,95,0,0,0
66,96,1,4,0
66,97,1,1,0
66,98,2,1,0
66,99,0,1,0
66,100,0,0,0
66,101,1,1,0
66,102,5,1,0
66,103,1,0,0
66,104,0,0,0
66,105,0,0,0
66,106,4,0,0
67,1,2,2,0
67,2,6,1,1
67,3,3,2,0
67,4,0,0,0
67,5,1,0,0
67,6,1,2,1
67,7,7,0,0
67,8,0,3,0
67,9,6,1,0
67,10,6,2,0
67,11,4,1,0
67,12,2,0,0
67,13,1,0,1
67,14,0,1,0
67,15,7,2,0
67,16,1,1,2
67,17,11,4,1
67,18,4,3,0
67,19,0,3,2
67,20,6,1,0
67,21,8,1,0
67,22,2,2,0
67,23,10,5,0
67,24,3,2,0
67,25,1,0,0
67,26,5,2,1
67,27,2,0,0
67,28,2,1,0
67,29,4,1,0
67,30,1,4,0
67,31,11,6,2
67,32,7,2,1
67,33,2,2,4
67,34,4,1,1
67,35,10,1,1
67,36,4,0,0
67,37,3,0,2
67,38,8,4,0
67,39,3,4,0
67,40,7,2,0
67,41,9,1,1
67,42,5,2,0
67,43,9,4,0
67,44,7,2,0
67,45,6,1,0
67,46,7,7,3
67,47,7,4,1
67,48,4,2,0
67,49,6,1,0
67,50,5,0,2
67,51,2,3,1
67,52,4,2,1
67,53,4,0,1
67,54,2,1,2
67,55,5,3,0
67,56,5,1,0
67,57,7,0,0
67,58,5,3,0
67,59,1,1,0
67,60,4,3,0
67,61,14,4,1
67,62,5,3,0
67,63,2,1,0
67,64,6,0,1
67,65,2,2,0
67,66,4,1,0
67,67,7,4,0
67,68,3,1,2
67,69,2,0,0
67,70,3,0,0
67,71,3,1,0
67,72,3,1,0
67,73,3,1,0
67,74,3,2,0
67,75,6,1,0
67,76,1,4,0
67,77,5,1,3
67,78,1,0,0
67,79,4,1,0
67,80,5,1,0
67,81,2,0,0
67,82,4,3,0
67,83,1,0,0
67,84,2,1,1
67,85,0,0,0
67,86,1,0,0
67,87,5,0,0
67,88,5,3,0
67,89,7,3,0
67,90,5,1,1
67,91,10,1,3
67,92,4,1,1
67,93,3,0,0
67,94,4,2,0
67,95,6,1,0
67,96,2,1,0
67,97,0,1,0
67,98,6,2,0
67,99,6,4,0
67,100,0,0,0
67,101,7,1,0
67,102,0,0,0
67,103,0,0,0
67,104,0,0,0
67,105,6,1,0
67,106,6,3,0
67,107,5,0,1
67,108,7,2,0
67,109,7,2,2
67,110,1,0,0
67,111,2,1,0
67,112,1,1,0
67,113,0,5,0
67,114,4,3,0
68,1,1,1,1
68,2,0,0,0
68,3,3,2,1
68,4,5,4,3
68,5,7,3,0
68,6,4,0,0
68,7,7,1,0
68,8,1,3,0
68,9,7,2,0
68,10,4,4,0
68,11,9,6,0
68,12,2,0,0
68,13,1,1,1
68,14,1,0,0
68,15,5,1,0
68,16,3,0,0
68,17,3,0,0
68,18,1,0,0
68,19,2,1,0
68,20,1,0,0
68,21,1,1,0
68,22,2,1,0
68,23,3,0,0
68,24,0,1,0
68,25,1,1,0
68,26,0,0,0
68,27,0,0,0
68,28,0,1,0
68,29,1,0,0
68,30,2,0,1
68,31,2,0,0
68,32,1,1,0
68,33,2,3,1
68,34,0,0,0
68,35,4,0,0
68,36,1,0,0
68,37,2,1,0
68,38,1,2,0
68,39,3,0,1
68,40,2,0,0
68,41,4,2,0
68,42,1,3,0
68,43,0,4,1
68,44,1,0,0
68,45,0,0,0
68,46,1,2,0
68,47,0,1,0
68,48,1,0,0
68,49,1,0,0
68,50,1,0,0
68,51,1,0,0
68,52,2,4,0
68,53,0,1,1
68,54,0,1,0
68,55,1,2,0
68,56,2,0,0
68,57,0,2,0
68,58,1,1,0
68,59,0,0,0
68,60,1,0,1
68,61,1,0,0
68,62,0,0,0
68,63,1,0,0
68,64,3,2,0
68,65,0,1,0
68,66,0,1,0
68,67,0,1,0
68,68,0,0,0
68,69,0,0,0
68,70,0,0,0
68,71,1,1,0
68,72,2,1,0
68,73,1,0,0
68,74,3,2,0
68,75,0,0,0
68,76,1,0,1
68,77,2,0,0
68,78,0,0,0
68,79,1,1,0
68,80,1,3,0
68,81,0,0,0
68,82,0,1,0
68,83,0,0,0
68,84,0,0,0
68,85,3,0,0
68,86,2,0,0
68,87,0,1,0
68,88,0,1,0
68,89,1,3,0
68,90,0,0,0
68,91,1,0,0
68,92,0,0,0
68,93,0,1,0
68,94,1,0,0
68,95,0,0,0
68,96,0,0,1
68,97,1,0,0
68,98,0,0,0
68,99,0,0,0
68,100,0,0,0
68,101,0,0,0
68,102,0,0,0
68,103,0,0,0
68,104,0,0,0
68,105,0,0,0
68,106,0,0,0
68,107,0,0,0
68,108,0,0,0
68,109,1,0,0
68,110,0,0,1
68,111,6,2,1
68,112,5,2,0
68,113,0,0,0
68,114,0,0,0
68,115,0,0,0
69,1,3,2,0
69,2,3,1,0
69,3,3,1,0
69,4,2,0,0
69,5,1,1,0
69,6,7,2,0
69,7,10,0,1
69,8,0,0,0
69,9,6,1,0
69,10,5,1,1
69,11,5,5,1
69,12,4,0,0
69,13,0,0,0
69,14,1,1,0
69,15,4,1,0
69,16,4,0,0
69,17,3,0,0
69,18,0,2,1
69,19,2,2,0
69,20,4,0,1
69,21,4,4,0
69,22,2,4,0
69,23,5,1,1
69,24,1,4,0
69,25,4,1,0
69,26,2,1,0
69,27,5,0,0
69,28,1,1,1
69,29,4,3,0
69,30,3,0,0
69,31,0,4,2
69,32,8,1,0
69,33,4,2,0
69,34,10,4,0
69,35,2,1,0
69,36,0,0,0
69,37,1,0,0
69,38,3,5,0
69,39,7,2,0
69,40,2,0,0
69,41,1,1,0
69,42,1,3,1
69,43,2,2,1
69,44,4,0,1
69,45,4,2,2
69,46,3,1,0
69,47,1,0,0
69,48,0,1,0
69,49,3,2,0
69,50,3,0,2
69,51,1,1,1
69,52,1,1,0
69,53,1,2,0
69,54,1,0,0
69,55,0,0,0
69,56,0,0,0
69,57,1,1,0
69,58,0,0,0
69,59,0,1,0
69,60,1,3,0
69,61,0,0,0
69,62,3,0,1
69,63,2,0,0
69,64,1,1,0
69,65,3,1,0
69,66,0,0,0
69,67,0,0,0
69,68,1,0,0
69,69,2,2,0
69,70,1,0,0
69,71,2,1,0
69,72,0,0,1
69,73,1,1,0
69,74,1,1,0
69,75,0,0,0
69,76,0,0,0
69,77,2,0,0
69,78,4,0,0
69,79,2,0,0
69,80,2,0,1
69,81,6,2,1
69,82,1,1,0
69,83,4,0,0
69,84,4,2,0
69,85,0,1,0
69,86,1,2,0
69,87,3,2,0
69,88,0,1,0
69,89,0,0,0
69,90,4,0,0
69,91,2,1,0
69,92,2,1,0
69,93,1,1,0
69,94,0,0,0
69,95,0,0,0
69,96,0,0,0
69,97,1,0,0
69,98,1,0,1
69,99,3,3,0
69,100,0,0,0
69,101,0,0,1
69,102,1,2,0
69,103,0,0,0
69,104,0,0,0
69,105,0,0,0
69,106,0,0,0
69,107,0,0,0
69,108,0,1,0
69,109,0,0,0
69,110,1,1,0
69,111,0,0,0
69,112,2,0,0
69,113,8,0,0
69,114,2,0,0
69,115,2,0,0
70,1,1,0,0
70,2,1,0,0
70,3,0,1,0
70,4,0,0,0
70,5,0,3,0
70,6,3,1,0
70,7,0,0,0
70,8,0,0,0
70,9,0,0,0
70,10,1,2,1
70,11,2,0,0
70,12,0,0,1
70,13,0,0,1
70,14,0,0,0
70,15,1,0,0
70,16,4,2,0
70,17,0,0,0
70,18,1,0,0
70,19,2,0,0
70,20,1,0,2
70,21,0,0,2
70,22,1,0,1
70,23,1,2,0
70,24,0,1,0
70,25,0,1,0
70,26,0,0,0
70,27,0,2,0
70,28,0,2,0
70,29,1,0,0
70,30,1,0,0
70,31,2,4,0
70,32,0,0,0
