ad,ed,silwa,mateo,writein
84,27,0,1,0
84,28,1,1,0
84,29,0,1,0
84,30,0,0,0
84,31,0,0,0
84,32,0,0,0
84,33,0,0,0
84,34,2,1,0
84,35,0,0,0
84,36,0,0,0
84,37,0,0,0
84,38,0,2,0
84,39,0,0,0
84,40,1,0,0
84,41,1,0,1
84,42,0,1,0
84,43,3,2,0
84,44,0,0,0
84,45,1,0,0
84,46,2,1,0
84,47,0,1,0
84,48,2,2,1
84,49,2,0,0
84,50,0,1,0
84,51,0,0,0
84,52,1,1,0
84,53,0,0,0
84,54,2,3,1
84,55,3,3,2
84,56,0,0,0
84,57,3,0,2
84,58,0,0,0
84,59,0,0,0
84,60,0,0,0
84,61,0,0,0
84,62,1,5,0
84,63,0,1,0
84,64,1,0,0
84,65,0,1,0
84,66,0,0,0
84,67,0,1,0
84,68,1,1,0
84,69,2,0,0
84,70,0,0,0
84,71,0,0,0
84,72,1,1,1
84,73,0,0,0
84,74,1,2,0
84,75,0,0,0
84,76,0,0,0
84,77,1,2,0
84,78,0,0,0
84,79,0,0,0
84,80,0,1,0
84,81,0,0,0
84,82,0,0,0
84,83,0,0,0
84,84,0,0,0
84,85,0,0,0
85,1,5,0,0
85,2,2,1,0
85,3,3,0,0
85,4,3,1,0
85,5,2,0,0
85,6,0,0,0
85,7,0,0,0
85,8,0,1,0
85,9,0,0,0
85,10,0,0,0
85,11,0,0,0
85,12,1,0,0
85,13,1,0,1
85,14,0,0,0
85,15,0,0,0
85,16,0,0,0
85,17,0,0,0
85,18,1,0,0
85,19,2,0,0
85,20,1,0,0
85,21,2,2,0
85,22,1,0,0
85,23,0,0,0
85,24,0,0,0
85,25,0,0,0
85,26,0,1,0
85,27,0,1,0
85,28,0,0,0
85,29,1,0,0
85,30,0,1,1
85,31,0,1,0
85,32,0,0,0
85,33,2,2,0
85,34,1,1,0
85,35,0,0,0
85,36,0,2,1
85,37,1,1,0
85,38,0,0,0
85,39,1,0,2
85,40,1,0,0
85,41,0,1,0
85,42,0,0,0
85,43,2,0,0
85,44,0,1,0
85,45,0,0,0
85,46,0,0,0
85,47,2,0,0
85,48,0,0,0
85,49,1,0,1
85,50,0,0,0
85,51,2,0,0
85,52,0,1,0
85,53,2,2,0
85,54,0,2,0
85,55,0,0,0
85,56,1,0,0
85,57,1,0,0
85,58,2,0,0
85,59,1,0,0
85,60,1,0,0
85,61,1,0,0
85,62,1,3,0
85,63,1,0,0
85,64,0,0,0
85,65,3,1,0
85,66,0,0,0
85,67,3,0,0
85,68,3,0,2
85,69,0,1,0
85,70,0,1,0
85,71,0,0,0
85,72,0,0,0
85,73,0,0,0
85,74,0,0,0
85,75,0,0,0
85,76,0,0,0
85,77,0,0,0
85,78,0,0,0
85,79,0,0,0
85,80,0,1,0
85,81,1,0,0
85,82,0,2,0
85,83,0,0,0
85,84,2,0,0
85,85,0,0,0
86,1,0,0,0
86,2,0,0,0
86,3,0,3,0
86,4,3,1,0
86,5,0,0,0
86,6,0,2,1
86,7,1,1,0
86,8,0,0,0
86,9,0,0,0
86,10,1,0,0
86,11,2,1,0
86,12,1,0,0
86,13,0,0,0
86,14,1,3,0
86,15,0,0,0
86,16,0,0,0
86,17,3,1,0
86,18,0,0,1
86,19,3,1,0
86,20,0,0,0
86,21,0,0,0
86,22,1,2,0
86,23,0,0,0
86,24,0,2,0
86,25,0,0,0
86,26,0,0,1
86,27,0,1,0
86,28,0,0,0
86,29,1,0,0
86,30,1,0,0
86,31,0,0,0
86,32,1,1,0
86,33,3,1,0
86,34,0,1,1
86,35,0,1,0
86,36,0,0,0
86,37,0,1,0
86,38,2,0,0
86,39,0,0,0
86,40,1,0,0
86,41,0,1,0
86,42,0,0,0
86,43,0,0,0
86,44,1,0,0
86,45,3,5,0
86,46,0,0,0
86,47,0,0,0
86,48,0,0,0
86,49,2,1,2
86,50,0,0,0
86,51,1,0,0
86,52,0,0,0
86,53,2,2,0
86,54,2,0,0
86,55,0,0,0
86,56,0,1,0
86,57,0,0,0
86,58,1,0,0
86,59,0,0,0
86,60,0,0,0
86,61,1,0,0
86,62,1,0,2
86,63,0,0,0
86,64,1,5,0
86,65,1,0,0
86,66,1,0,1
86,67,0,0,0
86,68,0,0,0
86,69,1,0,0
86,70,1,0,0
86,71,0,0,0
86,72,0,0,0
87,1,0,0,0
87,2,0,0,1
87,3,0,0,0
87,4,1,0,0
87,5,0,0,0
87,6,0,0,0
87,7,0,0,1
87,8,1,1,0
87,9,3,0,0
87,10,0,0,1
87,11,0,0,0
87,12,1,0,0
87,13,0,0,0
87,14,0,0,0
87,15,0,0,0
87,16,0,1,0
87,17,0,0,0
87,18,2,1,0
87,19,1,0,0
87,20,3,3,0
87,21,0,0,0
87,22,0,0,0
87,23,2,0,0
87,24,0,0,0
87,25,1,1,0
87,26,1,3,0
87,27,0,1,0
87,28,0,0,0
87,29,0,5,1
87,30,1,0,0
87,31,1,0,0
87,32,1,0,0
87,33,0,4,0
87,34,0,1,0
87,35,3,0,0
87,36,1,1,0
87,37,2,2,1
87,38,0,0,0
87,39,0,2,0
87,40,1,3,0
87,41,0,0,0
87,42,2,0,0
87,43,0,0,0
87,44,0,0,0
87,45,1,2,1
87,46,0,2,0
87,47,1,0,0
87,48,0,0,0
87,49,5,0,0
87,50,0,1,1
87,51,1,0,0
87,52,1,0,0
87,53,0,0,0
87,54,3,5,1
87,55,4,1,1
87,56,2,1,0
87,57,1,0,0
87,58,4,2,0
87,59,1,1,0
87,60,2,2,0
87,61,0,2,0
87,62,2,0,0
87,63,0,2,1
87,64,0,0,0
87,65,0,1,0
87,66,0,0,0
87,67,2,1,0
87,68,2,0,0
87,69,1,1,0
87,70,0,0,0
87,71,0,0,0
87,72,0,2,0
87,73,0,0,0
87,74,0,0,0
87,75,1,2,0
87,76,0,2,0
87,77,4,1,0
87,78,1,1,0
87,79,0,0,0
87,80,0,0,0
87,81,2,3,0
87,82,0,2,0
87,83,0,0,0
87,84,2,1,0
87,85,1,0,0
87,86,0,0,1
87,87,2,1,0
87,88,0,0,0
87,89,1,0,0
87,90,0,0,0
87,91,0,0,0
87,92,0,0,0
87,93,0,0,0
87,94,0,0,0
87,95,0,0,0
87,96,0,2,0
87,97,0,1,0
87,98,0,0,0
87,99,0,1,2
87,100,1,0,1
87,101,0,0,0
87,102,0,1,0
